---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |             Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek        |              Lower level              |              Upper level               |Type|        TP  |   Line  |
          Wavelength |          Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)      |---------------------------------------|----------------------------------------|    |       Ref. |   Ref.  |
           Air  (Å)  |           Air  (Å)  |   (?)  |           |      |                               | Conf.                 | Term    | J   | Conf.                  | Term    | J   |    |            |         |
           6252.732  |           6252.750+ |     20 |           |      | 151038.4524   -  167026.9923  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[3/2]* | 1   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           6258.7884 |           6258.790+ |   1000 |           |      | 151038.4524   -  167011.5643  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[3/2]* | 2   |    |            |  L4498  |
           6266.4952 |           6266.4950 |  10000 | 2.49e+07  | B    | 134818.6405   -  150772.1118  | 2s2.2p5.(2P*<1/2>).3s | 2[1/2]* | 0   | 2s2.2p5.(2P*<1/2>).3p  | 2[3/2]  | 1   |    | T205n,T172 |  L7292  |
           6273.0141 |           6273.015+ |    700 | 9.7e+05   | D    | 151038.4524   -  166975.3424  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[1/2]* | 1   |    |      T8043 |  L4498  |
           6276.0327 |           6276.034+ |    500 |           |      | 151038.4524   -  166967.6752  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[1/2]* | 0   |    |            |  L4498  |
           6293.7447 |           6293.744+ |   1000 | 6.39e+05  | B    | 150772.1118   -  166656.5114  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s  | 2[1/2]* | 1   |    |      T8043 |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           6304.7893 |           6304.7889 |   1000 | 4.16e+06  | B    | 134459.2871   -  150315.8612  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).3p  | 2[3/2]  | 2   |    | T205n,T172 |  L7292  |
           6313.6855 |           6313.688+ |   1500 |           |      | 150772.1118   -  166606.3370  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s  | 2[1/2]* | 0   |    |            |  L4498  |
           6328.1646 |           6328.164+ |   3000 | 3.39e+06  | B    | 150858.5079   -  166656.5114  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).5s  | 2[1/2]* | 1   |    |      T8043 |  L3451  |
           6330.8894 |           6330.893+ |   1500 | 2.3e+06   | D    | 150121.5922   -  165912.7861  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5s  | 2[3/2]* | 1   |    |      T8043 |  L4498  |
           6334.4276 |           6334.4278 |  10000 | 1.61e+07  | B    | 134041.8400   -  149824.2215  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).3p  | 2[5/2]  | 2   |    | T205n,T172 |  L7292  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           6351.8532 |           6351.855+ |   1000 | 3.45e+05  | B    | 150917.4307   -  166656.5114  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).5s  | 2[1/2]* | 1   |    |      T8043 |  L4498  |
           6364.9963 |           6364.997+ |   1000 |           |      | 150121.5922   -  165828.1766  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5s  | 2[3/2]* | 2   |    |            |  L4498  |
           6382.9914 |           6382.9917 |  10000 | 3.21e+07  | B    | 134459.2871   -  150121.5922  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).3p  | 2[3/2]  | 1   |    | T205n,T172 |  L7292  |
           6401.076  |           6401.075+ |   1000 | 1.39e+06  | B    | 151038.4524   -  166656.5114  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s  | 2[1/2]* | 1   |    |      T8043 |  L3469  |
           6402.248  |           6402.247+ |  20000 | 5.14e+07  | B    | 134041.8400   -  149657.0392  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).3p  | 2[5/2]  | 3   |    | T205n,T172 |  L7292  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           6409.7469 |           6409.749+ |   1500 |           |      | 150315.8612   -  165912.7861  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5s  | 2[3/2]* | 1   |    |            |  L4498  |
           6421.7044 |           6421.705+ |   1000 |           |      | 151038.4524   -  166606.3370  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s  | 2[1/2]* | 0   |    |            |  L4498  |
           6444.7118 |           6444.710+ |   1500 |           |      | 150315.8612   -  165828.1766  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5s  | 2[3/2]* | 2   |    |            |  L3451  |
           6506.5277 |           6506.5281 |  15000 | 3.00e+07  | B    | 134459.2871   -  149824.2215  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).3p  | 2[5/2]  | 2   |    | T205n,T172 |  L7292  |
           6532.8824 |           6532.8822 |   1000 | 1.08e+07  | B    | 134818.6405   -  150121.5922  | 2s2.2p5.(2P*<1/2>).3s | 2[1/2]* | 0   | 2s2.2p5.(2P*<3/2>).3p  | 2[3/2]  | 1   |    | T205n,T172 |  L7292  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           6598.9528 |           6598.9529 |  10000 | 2.32e+07  | B    | 135888.7173   -  151038.4524  | 2s2.2p5.(2P*<1/2>).3s | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).3p  | 2[1/2]  | 1   |    | T205n,T172 |  L7292  |
           6602.9007 |           6602.902+ |   1000 |           |      | 150772.1118   -  165912.7861  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5s  | 2[3/2]* | 1   |    |            |  L4498  |
           6640.0095 |           6640.008+ |    100 |           |      | 150772.1118   -  165828.1766  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5s  | 2[3/2]* | 2   |    |            |  L4498  |
           6640.80   |           6640.796+ |     50 |           |      | 150858.5079   -  165912.7861  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5s  | 2[3/2]* | 1   |    |            |  L7441  |
           6652.0925 |           6652.0927 |   1500 | 2.9e+05   | B    | 135888.7173   -  150917.4307  | 2s2.2p5.(2P*<1/2>).3s | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).3p  | 2[1/2]  | 0   |    |      T8043 |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           6666.892  |           6666.891+ |   1000 |           |      | 150917.4307   -  165912.7861  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).5s  | 2[3/2]* | 1   |    |            |  L5951  |
           6678.2766 |           6678.2762 |   5000 | 2.33e+07  | C+   | 135888.7173   -  150858.5079  | 2s2.2p5.(2P*<1/2>).3s | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).3p  | 2[3/2]  | 2   |    | T205n,T172 |  L7292  |
           6717.0430 |           6717.0430 |    700 | 2.17e+07  | B    | 135888.7173   -  150772.1118  | 2s2.2p5.(2P*<1/2>).3s | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).3p  | 2[3/2]  | 1   |    | T205n,T172 |  L7292  |
           6721.1342 |           6721.135+ |     20 | 4.9e+04   | D    | 151038.4524   -  165912.7861  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).5s  | 2[3/2]* | 1   |    |      T8043 |  L4498  |
           6738.0320 |           6738.032+ |    700 |           |      | 152970.7328   -  167807.7649  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           6759.5821 |           6759.586+ |    150 |           |      | 151038.4524   -  165828.1766  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).5s  | 2[3/2]* | 2   |    |            |  L4498  |
           6929.4672 |           6929.4673 | 100000 | 1.74e+07  | B    | 135888.7173   -  150315.8612  | 2s2.2p5.(2P*<1/2>).3s | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).3p  | 2[3/2]  | 2   |    | T205n,T172 |  L3451  |
           7024.0500 |           7024.0504 |  34000 | 1.89e+06  | B    | 135888.7173   -  150121.5922  | 2s2.2p5.(2P*<1/2>).3s | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).3p  | 2[3/2]  | 1   |    |      T8043 |  L3451  |
           7032.4128 |           7032.4131 |  85000 | 2.53e+07  | B    | 134041.8400   -  148257.7898  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).3p  | 2[1/2]  | 1   |    | T205n,T172 |  L3451  |
           7051.2922 |           7051.2923 |   2200 | 3.0e+06   | D    | 148257.7898   -  162435.6780  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 1   |    |      T8043 |  L9097  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           7059.1079 |           7059.1074 |  10000 | 6.8e+06   | C    | 148257.7898   -  162419.9818  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 2   |    |      T8043 |  L3451  |
           7064.762  |           7064.7585 |     80 |           |      | 148257.7898   -  162408.6535  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).3d  | 2[5/2]* | 2   |    |            |  L9097  |
           7112.3075 |           7112.307+ |    110 |           |      | 152970.7328   -  167026.9923  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).4d  | 2[3/2]* | 1   |    |            |  L9097  |
           7138.5400 |           7138.538+ |     55 |           |      | 152970.7328   -  166975.3424  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).4d  | 2[1/2]* | 1   |    |            |  L9097  |
           7173.9380 |           7173.9381 |  77000 | 2.87e+06  | B    | 135888.7173   -  149824.2215  | 2s2.2p5.(2P*<1/2>).3s | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).3p  | 2[5/2]  | 2   |    | T205n,T172 |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           7245.1665 |           7245.1666 |  77000 | 9.35e+06  | B    | 134459.2871   -  148257.7898  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).3p  | 2[1/2]  | 1   |    | T205n,T172 |  L3451  |
           7304.8422 |           7304.842+ |     89 | 2.55e+05  | B    | 152970.7328   -  166656.5114  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).5s  | 2[1/2]* | 1   |    |      T8043 |  L9097  |
           7438.8981 |           7438.8984 |  60000 | 2.31e+06  | B    | 134818.6405   -  148257.7898  | 2s2.2p5.(2P*<1/2>).3s | 2[1/2]* | 0   | 2s2.2p5.(2P*<3/2>).3p  | 2[1/2]  | 1   |    | T205n,T172 |  L3451  |
           7472.4383 |           7472.4386 |   3100 | 4.0e+06   | D    | 148257.7898   -  161636.6175  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 1   |    |      T8043 |  L3451  |
           7488.8712 |           7488.8712 |  32000 | 3.49e+07  | C    | 148257.7898   -  161607.2609  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 2   |    |      T682n |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           7535.7739 |           7535.7741 |  28000 | 4.3e+07   | D    | 148257.7898   -  161524.1739  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[1/2]* | 1   |    |      T8043 |  L3451  |
           7544.0439 |           7544.0443 |  13000 |           |      | 148257.7898   -  161509.6305  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[1/2]* | 0   |    |            |  L3451  |
           7621.33   |           7621.3+   |     50 |           |      | 158795.9924   -  171913.45    | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<1/2>).7p  | 2[1/2]  | 0   |    |            |  L7441  |
           7724.6233 |           7724.623+ |     60 |           |      | 152970.7328   -  165912.7861  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).5s  | 2[3/2]* | 1   |    |            |  L9097  |
           7833.0281 |           7833.0285 |     56 |           |      | 149657.0392   -  162419.9818  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 2   |    |            |  L9097  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           7839.0520 |           7839.0528 |    230 |           |      | 149657.0392   -  162410.1736  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<1/2>).3d  | 2[5/2]* | 3   |    |            |  L9097  |
           7839.9855 |           7839.9873 |      7 |           |      | 149657.0392   -  162408.6535  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<1/2>).3d  | 2[5/2]* | 2   |    |            |  L9097  |
           7927.1172 |           7927.1177 |    300 |           |      | 149824.2215   -  162435.6780  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 1   |    |            |  L3451  |
           7936.9957 |           7936.9961 |   1300 | 7.8e+05   | C    | 149824.2215   -  162419.9818  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 2   |    |      T8043 |  L9097  |
           7943.1805 |           7943.1814 |   7900 |           |      | 149824.2215   -  162410.1736  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).3d  | 2[5/2]* | 3   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           7944.1404 |           7944.1409 |    200 |           |      | 149824.2215   -  162408.6535  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).3d  | 2[5/2]* | 2   |    |            |  L9097  |
           8024.11   |           8024.1+   |      3 |           |      | 158601.1152   -  171060.19    | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).7p  | 2[3/2]  | 2   |    |            |  L6099  |
           8041.79   |           8041.74+  |      3 |           |      | 158601.1152   -  171032.821   | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).7p  | 2[5/2]  | 3   |    |            |  L6099  |
           8076.06   |           8076.1+   |      1 |           |      | 159534.6196   -  171913.45    | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).7p  | 2[1/2]  | 0   |    |            |  L6099  |
           8082.4576 |           8082.4580 |   5700 | 1.2e+05   | B    | 135888.7173   -  148257.7898  | 2s2.2p5.(2P*<1/2>).3s | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).3p  | 2[1/2]  | 1   |    |      T8043 |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           8093.08   |           8093.13+  |      3 |           |      | 158795.9924   -  171148.750   | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).7p  | 2[1/2]  | 0   |    |            |  L6099  |
           8118.5495 |           8118.5492 |   3800 | 4.9e+06   | D    | 150121.5922   -  162435.6780  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 1   |    |      T8043 |  L3451  |
           8128.9110 |           8128.9108 |   1200 | 7.2e+05   | C    | 150121.5922   -  162419.9818  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 2   |    |      T8043 |  L9097  |
           8136.4061 |           8136.4054 |  17000 |           |      | 150121.5922   -  162408.6535  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).3d  | 2[5/2]* | 2   |    |            |  L3451  |
           8248.6826 |           8248.6823 |    310 |           |      | 150315.8612   -  162435.6780  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 1   |    |            |  L9097  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           8259.3795 |           8259.3790 |   3300 | 2.03e+06  | C    | 150315.8612   -  162419.9818  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 2   |    |      T8043 |  L3451  |
           8266.0769 |           8266.0772 |   7200 |           |      | 150315.8612   -  162410.1736  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).3d  | 2[5/2]* | 3   |    |            |  L9097  |
           8267.1166 |           8267.1163 |    990 |           |      | 150315.8612   -  162408.6535  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).3d  | 2[5/2]* | 2   |    |            |  L3451  |
           8300.3248 |           8300.3258 |  29000 |           |      | 149657.0392   -  161701.4486  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).3d  | 2[5/2]* | 3   |    |            |  L3451  |
           8301.5570 |           8301.5577 |   1900 |           |      | 149657.0392   -  161699.6613  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).3d  | 2[5/2]* | 2   |    |            |  L9097  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           8365.7464 |           8365.7465 |   4600 |           |      | 149657.0392   -  161607.2609  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 2   |    |            |  L3451  |
           8376.3590 |           8376.3594 |   6600 |           |      | 149657.0392   -  161592.1200  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).3d  | 2[7/2]* | 3   |    |            |  L9097  |
           8377.6070 |           8377.6080 |  76000 | 5.1e+07   | C    | 149657.0392   -  161590.3412  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).3d  | 2[7/2]* | 4   |    |      T682n |  L7292  |
           8417.1597 |           8417.1606 |   2700 |           |      | 149824.2215   -  161701.4486  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[5/2]* | 3   |    |            |  L9097  |
           8418.4265 |           8418.4274 |  26000 |           |      | 149824.2215   -  161699.6613  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[5/2]* | 2   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           8463.3569 |           8463.3575 |   3700 |           |      | 149824.2215   -  161636.6175  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 1   |    |            |  L3451  |
           8484.4424 |           8484.4435 |   1300 |           |      | 149824.2215   -  161607.2609  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 2   |    |            |  L3451  |
           8495.3591 |           8495.3598 |  69000 | 3.57e+07  | C    | 149824.2215   -  161592.1200  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[7/2]* | 3   |    |      T682n |  L3451  |
           8544.6952 |           8544.6958 |   1600 |           |      | 149824.2215   -  161524.1739  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[1/2]* | 1   |    |            |  L3451  |
           8571.3535 |           8571.3524 |   2900 | 5.5e+06   | D    | 150772.1118   -  162435.6780  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 1   |    |      T8043 |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           8582.9031 |           8582.9028 |   1600 | 1.00e+06  | C    | 150772.1118   -  162419.9818  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 2   |    |      T8043 |  L9097  |
           8591.2583 |           8591.2584 |  41000 |           |      | 150772.1118   -  162408.6535  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).3d  | 2[5/2]* | 2   |    |            |  L3451  |
           8634.6472 |           8634.6470 |  35000 |           |      | 150121.5922   -  161699.6613  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[5/2]* | 2   |    |            |  L3451  |
           8635.3177 |           8635.3175 |    740 |           |      | 150858.5079   -  162435.6780  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 1   |    |            |  L9097  |
           8647.0412 |           8647.0411 |   6000 | 3.91e+06  | C    | 150858.5079   -  162419.9818  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 2   |    |      T8043 |  L9097  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           8654.3828 |           8654.3831 |  64000 | 4.45e+07  | C    | 150858.5079   -  162410.1736  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).3d  | 2[5/2]* | 3   |    |      T682n |  L9097  |
           8655.5220 |           8655.5221 |   7600 |           |      | 150858.5079   -  162408.6535  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).3d  | 2[5/2]* | 2   |    |            |  L9097  |
           8679.4936 |           8679.4925 |  13000 |           |      | 150917.4307   -  162435.6780  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 1   |    |            |  L9097  |
           8681.9216 |           8681.9211 |  15000 | 2.1e+07   | D    | 150121.5922   -  161636.6175  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 1   |    |      T8043 |  L3451  |
           8704.1122 |           8704.1116 |   2900 |           |      | 150121.5922   -  161607.2609  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 2   |    |            |  L9097  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           8767.536  |           8767.5360 |    160 | 1.1e+05   | D    | 150121.5922   -  161524.1739  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[1/2]* | 1   |    |      T8043 |  L9097  |
           8771.6575 |           8771.6563 |  10000 | 1.6e+07   | D    | 151038.4524   -  162435.6780  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 1   |    |      T8043 |  L9097  |
           8778.7322 |           8778.7328 |   2100 |           |      | 150121.5922   -  161509.6305  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[1/2]* | 0   |    |            |  L9097  |
           8780.6223 |           8780.6226 |  57000 |           |      | 150315.8612   -  161701.4486  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[5/2]* | 3   |    |            |  L3451  |
           8782.0015 |           8782.0012 |    230 |           |      | 150315.8612   -  161699.6613  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[5/2]* | 2   |    |            |  L9097  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           8783.7539 |           8783.7533 |  43000 | 3.13e+07  | C    | 151038.4524   -  162419.9818  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).3d  | 2[3/2]* | 2   |    |      T8043 |  L3451  |
           8792.5056 |           8792.5047 |    260 |           |      | 151038.4524   -  162408.6535  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).3d  | 2[5/2]* | 2   |    |            |  L9097  |
           8830.9067 |           8830.9072 |    550 |           |      | 150315.8612   -  161636.6175  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 1   |    |            |  L9097  |
           8853.8669 |           8853.8668 |  27000 |           |      | 150315.8612   -  161607.2609  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 2   |    |            |  L3451  |
           8865.3057 |           8865.3063 |   2100 | 9.4e+05   | D    | 148257.7898   -  159534.6196  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).4s  | 2[1/2]* | 1   |    |      T8043 |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
