---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |             Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek        |              Lower level              |              Upper level               |Type|        TP  |   Line  |
          Wavelength |          Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)      |---------------------------------------|----------------------------------------|    |       Ref. |   Ref.  |
           Air  (Å)  |           Air  (Å)  |   (?)  |           |      |                               | Conf.                 | Term    | J   | Conf.                  | Term    | J   |    |            |         |
           4957.122  |           4957.1265+|   1500 |           |      | 150121.5922   -  170288.9415  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    |            |  L7292  |
           4973.5555 |           4973.5533+|   1000 |           |      | 150772.1118   -  170872.8524  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |            |  L4498  |
           4974.760  |           4974.773+ |    500 |           |      | 150772.1118   -  170867.923   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 1   |    |            |  L3469  |
           4975.961  |           4975.9950+|    100 |           |      | 150772.1118   -  170862.9893  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4979.625  |           4979.642+ |     50 |           |      | 150772.1118   -  170848.274   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[1/2]* | 0   |    |            |  L3469  |
           4994.930  |           4994.9281+|   1500 |           |      | 150858.5079   -  170873.2327  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).6d  | 2[5/2]* | 3   |    |            |  L7292  |
           4996.209  |           4996.254+ |     20 |           |      | 150858.5079   -  170867.923   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 1   |    |            |  L3469  |
           4997.482  |           4997.4858+|    150 |           |      | 150858.5079   -  170862.9893  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 2   |    |            |  L3469  |
           4998.502  |           4998.5144+|    100 |           |      | 150858.5079   -  170858.8729  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).6d  | 2[7/2]* | 3   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5000.395  |           5000.4051+|     30 |           |      | 150858.5079   -  170851.3105  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).6d  | 2[1/2]* | 1   |    |            |  L3469  |
           5003.561  |           5003.5720+|     20 |           |      | 150315.8612   -  170296.0099  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).5d  | 2[3/2]* | 1   |    |            |  L3469  |
           5005.1587 |           5005.1582+|   5000 |           |      | 150315.8612   -  170289.6782  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).5d  | 2[5/2]* | 3   |    |            |  L3451  |
           5005.3467 |           5005.3428+|    500 |           |      | 150315.8612   -  170288.9415  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    |            |  L4498  |
           5011.003  |           5011.010+ |    250 |           |      | 150917.4307   -  170867.923   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 1   |    |            |  L7292  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5015.187  |           5015.1861+|     50 |           |      | 150917.4307   -  170851.3105  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).6d  | 2[1/2]* | 1   |    |            |  L3469  |
           5022.870  |           5022.8639+|    250 |           |      | 149824.2215   -  169727.6312  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |            |  L7292  |
           5031.3484 |           5031.3481+|   2500 |           |      | 149657.0392   -  169526.8869  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).5d  | 2[5/2]* | 3   |    |            |  L7292  |
           5031.5087 |           5031.5041+|     20 |           |      | 149657.0392   -  169526.2708  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).5d  | 2[5/2]* | 2   |    |            |  L4498  |
           5036.0016 |           5035.9924+|    350 |           |      | 149657.0392   -  169508.5627  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5037.5927 |           5037.5844+|     30 |           |      | 149657.0392   -  169502.2893  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).5d  | 2[7/2]* | 3   |    |            |  L4498  |
           5037.7512 |           5037.7504+|   5000 |           |      | 149657.0392   -  169501.6353  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).5d  | 2[7/2]* | 4   |    |            |  L3451  |
           5041.598  |           5041.593+ |     10 |           |      | 151038.4524   -  170867.923   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 1   |    |            |  L3469  |
           5042.853  |           5042.8479+|    150 |           |      | 151038.4524   -  170862.9893  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 2   |    |            |  L3469  |
           5045.816  |           5045.8204+|    150 |           |      | 151038.4524   -  170851.3105  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[1/2]* | 1   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5046.608  |           5046.594+ |     30 |           |      | 151038.4524   -  170848.274   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[1/2]* | 0   |    |            |  L3469  |
           5052.9443 |           5052.9414+|    250 |           |      | 150772.1118   -  170557.0484  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |            |  L4498  |
           5059.150  |           5059.1633+|     20 |           |      | 150772.1118   -  170532.7169  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |            |  L3469  |
           5074.0459 |           5074.0410+|     30 |           |      | 149824.2215   -  169526.8869  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[5/2]* | 3   |    |            |  L4498  |
           5074.2007 |           5074.1996+|    350 |           |      | 149824.2215   -  169526.2708  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[5/2]* | 2   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5076.5971 |           5076.5898+|    350 |           |      | 149824.2215   -  169516.9948  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |            |  L4498  |
           5078.7693 |           5078.7645+|    150 |           |      | 149824.2215   -  169508.5627  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |            |  L4498  |
           5080.383  |           5080.3836+|   1500 |           |      | 149824.2215   -  169502.2893  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[7/2]* | 3   |    |            |  L7292  |
           5081.360  |           5081.3801+|    150 |           |      | 150858.5079   -  170532.7169  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |            |  L3469  |
           5083.9773 |           5083.9671+|    250 |           |      | 149824.2215   -  169488.4193  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5090.321  |           5090.3300+|     80 |           |      | 150917.4307   -  170557.0484  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |            |  L3469  |
           5099.0522 |           5099.0482+|    250 |           |      | 150121.5922   -  169727.6312  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |            |  L4498  |
           5104.7011 |           5104.6991+|    350 |           |      | 150121.5922   -  169705.9275  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).6s  | 2[1/2]* | 0   |    |            |  L3451  |
           5113.6724 |           5113.6710+|    750 | 1.0e+06   | D    | 148257.7898   -  167807.7649  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |      T8043 |  L3451  |
           5116.5032 |           5116.5021+|   1500 |           |      | 148257.7898   -  167796.9475  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5117.0246 |           5117.0198+|    350 |           |      | 148257.7898   -  167794.9709  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |            |  L4498  |
           5120.5059 |           5120.5012+|    250 | 5.6e+05   | D    | 150772.1118   -  170296.0099  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).5d  | 2[3/2]* | 1   |    |      T8043 |  L4498  |
           5121.866  |           5121.8921+|     20 |           |      | 151038.4524   -  170557.0484  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |            |  L3469  |
           5122.2565 |           5122.2552+|   1500 |           |      | 150772.1118   -  170289.3243  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |            |  L3451  |
           5122.3613 |           5122.3557+|   1500 |           |      | 150772.1118   -  170288.9415  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5128.280  |           5128.2850+|     20 |           |      | 151038.4524   -  170532.7169  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |            |  L3469  |
           5143.265  |           5143.2611+|     50 |           |      | 150858.5079   -  170296.0099  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).5d  | 2[3/2]* | 1   |    |            |  L3469  |
           5144.9384 |           5144.9371+|   5000 |           |      | 150858.5079   -  170289.6782  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).5d  | 2[5/2]* | 3   |    |            |  L3451  |
           5145.011  |           5145.0308+|   5000 |           |      | 150858.5079   -  170289.3243  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |            |  L3469  |
           5145.1351 |           5145.1322+|    350 |           |      | 150858.5079   -  170288.9415  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5150.0842 |           5150.0790+|    350 |           |      | 150315.8612   -  169727.6312  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |            |  L4498  |
           5151.9610 |           5151.9612+|    750 |           |      | 150121.5922   -  169526.2708  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[5/2]* | 2   |    |            |  L3451  |
           5154.4271 |           5154.4252+|    500 | 1.9e+06   | D    | 150121.5922   -  169516.9948  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |      T8043 |  L3451  |
           5156.6672 |           5156.6670+|    500 |           |      | 150121.5922   -  169508.5627  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |            |  L3451  |
           5158.9018 |           5158.9000+|    500 |           |      | 150917.4307   -  170296.0099  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).5d  | 2[3/2]* | 1   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5163.4847 |           5163.4791+|    100 |           |      | 150121.5922   -  169482.9862  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[1/2]* | 0   |    |            |  L4498  |
           5182.320  |           5182.319+ |     20 |           |      | 152970.7328   -  172261.741   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).8s  | 2[1/2]* | 1   |    |            |  L3469  |
           5188.6122 |           5188.6121+|   1500 |           |      | 149657.0392   -  168924.6500  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 2   |    |            |  L3451  |
           5191.3223 |           5191.3208+|    350 | 1.3e+06   | D    | 151038.4524   -  170296.0099  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5d  | 2[3/2]* | 1   |    |      T8043 |  L3451  |
           5193.1251 |           5193.1238+|   1500 |           |      | 151038.4524   -  170289.3243  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5193.224  |           5193.2270+|   1500 |           |      | 151038.4524   -  170288.9415  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    |            |  L7292  |
           5203.8962 |           5203.8951+|   1500 |           |      | 150315.8612   -  169526.8869  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[5/2]* | 3   |    |            |  L3451  |
           5206.565  |           5206.5761+|     30 |           |      | 150315.8612   -  169516.9948  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |            |  L3469  |
           5208.8648 |           5208.8636+|    700 |           |      | 150315.8612   -  169508.5627  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |            |  L3451  |
           5210.5672 |           5210.5667+|    500 |           |      | 150315.8612   -  169502.2893  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[7/2]* | 3   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5214.3389 |           5214.3363+|    350 |           |      | 150315.8612   -  169488.4193  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |            |  L3451  |
           5222.3517 |           5222.3519+|    500 |           |      | 149824.2215   -  168967.3526  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |            |  L3451  |
           5234.0271 |           5234.0276+|    500 |           |      | 149824.2215   -  168924.6500  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 2   |    |            |  L3451  |
           5274.0393 |           5274.0406+|    400 |           |      | 150772.1118   -  169727.6312  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |            |  L3451  |
           5280.0853 |           5280.0863+|    500 |           |      | 150772.1118   -  169705.9275  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).6s  | 2[1/2]* | 0   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5298.1891 |           5298.1891+|   1500 |           |      | 150858.5079   -  169727.6312  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |            |  L3451  |
           5304.7580 |           5304.7573+|    700 |           |      | 150121.5922   -  168967.3526  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |            |  L3451  |
           5314.7851 |           5314.7859+|    300 |           |      | 150917.4307   -  169727.6312  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |            |  L4498  |
           5316.8046 |           5316.8048+|    250 |           |      | 150121.5922   -  168924.6500  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 2   |    |            |  L4498  |
           5320.550  |           5320.5511+|     20 |           |      | 148257.7898   -  167047.6082  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[5/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5326.396  |           5326.3952+|    750 | 6.8e+05   | D    | 148257.7898   -  167026.9923  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[3/2]* | 1   |    |      T8043 |  L7292  |
           5330.6720 |           5330.6678+|      5 |           |      | 150772.1118   -  169526.2708  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[5/2]* | 2   |    |            |  L4498  |
           5330.7775 |           5330.7771+|   6000 |           |      | 148257.7898   -  167011.5643  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[3/2]* | 2   |    |            |  L3451  |
           5333.3083 |           5333.3057+|    500 | 5.3e+05   | D    | 150772.1118   -  169516.9948  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |      T8043 |  L4498  |
           5335.710  |           5335.7059+|    100 |           |      | 150772.1118   -  169508.5627  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5341.0938 |           5341.0932+|  10000 | 1.1e+07   | D    | 148257.7898   -  166975.3424  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[1/2]* | 1   |    |      T8043 |  L3451  |
           5342.700  |           5342.626+ |     10 |           |      | 152970.7328   -  171682.914   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 1   |    |            |  L3469  |
           5343.0048 |           5342.9996+|    100 |           |      | 150772.1118   -  169482.9862  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[1/2]* | 0   |    |            |  L4498  |
           5343.2834 |           5343.2820+|   6000 |           |      | 148257.7898   -  166967.6752  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[1/2]* | 0   |    |            |  L3451  |
           5349.2038 |           5349.2021+|   1500 |           |      | 151038.4524   -  169727.6312  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5353.513  |           5353.507+ |     50 |           |      | 152970.7328   -  171644.882   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).6d  | 2[3/2]* | 1   |    |            |  L3469  |
           5355.1640 |           5355.1621+|   1500 |           |      | 150858.5079   -  169526.8869  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[5/2]* | 3   |    |            |  L4498  |
           5355.3394 |           5355.3389+|     50 |           |      | 150858.5079   -  169526.2708  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[5/2]* | 2   |    |            |  L4498  |
           5355.4236 |           5355.4214+|   1500 |           |      | 151038.4524   -  169705.9275  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).6s  | 2[1/2]* | 0   |    |            |  L4498  |
           5358.020  |           5358.0013+|    100 |           |      | 150858.5079   -  169516.9948  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5360.0121 |           5360.0109+|   1500 |           |      | 150315.8612   -  168967.3526  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |            |  L3451  |
           5360.4271 |           5360.4238+|    350 |           |      | 150858.5079   -  169508.5627  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |            |  L4498  |
           5362.2334 |           5362.2275+|    250 |           |      | 150858.5079   -  169502.2893  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[7/2]* | 3   |    |            |  L4498  |
           5366.2169 |           5366.2198+|    250 |           |      | 150858.5079   -  169488.4193  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |            |  L4498  |
           5372.3110 |           5372.3110+|    750 |           |      | 150315.8612   -  168924.6500  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 2   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5374.975  |           5374.9754+|    500 |           |      | 150917.4307   -  169516.9948  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |            |  L7292  |
           5383.2457 |           5383.2461+|    250 |           |      | 150917.4307   -  169488.4193  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |            |  L4498  |
           5400.5616 |           5400.5618 |  20000 | 9.0e+05   | B    | 134459.2871   -  152970.7328  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 1   | 2s2.2p5.(2P*<1/2>).3p  | 2[1/2]  | 0   |    |      T8043 |  L3451  |
           5410.12   |           5410.1782+|     50 |           |      | 151038.4524   -  169516.9948  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |            |  L3469  |
           5412.6490 |           5412.6481+|   2500 |           |      | 151038.4524   -  169508.5627  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5418.5584 |           5418.5577+|   1500 | 5.2e+05   | D    | 151038.4524   -  169488.4193  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |      T8043 |  L3451  |
           5420.155  |           5420.1538+|    500 |           |      | 151038.4524   -  169482.9862  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[1/2]* | 0   |    |            |  L3469  |
           5433.6513 |           5433.6499+|   2500 | 2.83e+05  | B    | 148257.7898   -  166656.5114  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s  | 2[1/2]* | 1   |    |      T8043 |  L3451  |
           5447.120  |           5447.1041+|     80 |           |      | 152970.7328   -  171324.0107  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |            |  L3469  |
           5448.5091 |           5448.5085+|   1500 |           |      | 148257.7898   -  166606.3370  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s  | 2[1/2]* | 0   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5494.4158 |           5494.4161+|    500 |           |      | 150772.1118   -  168967.3526  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |            |  L3451  |
