--- GHOST SPOTS (Python Only) ---
Fiber,Wavelength,X,Y
136,9227.03,1169.3166949091358,2944.8300100719416
136,7440.9469,1165.6723419214536,55.432591925604584
136,7490.9335,1165.8753055710768,132.43302596682133
136,8378.661,1171.526362099557,1535.519744880039
136,8379.9093,1171.531481267272,1537.534473732613
136,8419.4727,1171.6827118287015,1601.456609367623
136,8420.7398,1171.6871953214434,1603.5060457139728
136,8681.8775,1172.0811643176132,2029.1029750103964
136,8684.3062,1172.0795580539595,2033.094258381484
136,8774.0664,1171.9490551214687,2181.0861795367373
136,8783.0336,1171.9283957705238,2195.9241197952424
136,8786.166,1171.9208533642475,2201.1096304367907
136,8868.1905,1171.6637296398203,2337.3443355344907
136,9222.59,1169.3558424540347,2937.1873374940733
136,9224.1108,1169.3424555375263,2939.804746647515
136,9375.8796,1167.909903838094,3203.0234481794987
136,8776.46,1171.9436758423235,2185.0458706355876
136,8779.1607,1171.9374880852622,2189.514444275148
136,8931.1447,1171.389889088962,2442.5172563499145
136,9354.8,1168.1182378435722,3166.223246229451
136,8864.75,1171.6768032433497,2331.6122245914753
136,8933.282,1171.3794555956235,2446.0976208620327
136,9377.33,1167.8954885230096,3205.558400591234
136,9687.98,1164.796444221313,3756.9337603231397
137,9227.03,1176.5856792050909,2944.3131320934926
137,7490.9335,1173.1326049712375,132.06379635443386
137,8378.661,1178.785366696879,1535.0975706736244
137,8379.9093,1178.7904925913006,1537.1121637662088
137,8419.4727,1178.941935748699,1601.029861310203
137,8420.7398,1178.9464260048464,1603.0791514798484
137,8681.8775,1179.3416477849994,2028.643362682471
137,8684.3062,1179.3400527252345,2032.634337952997
137,8774.0664,1179.210005080256,2180.6151031856825
137,8783.0336,1179.1893980181953,2195.45195944138
137,8786.166,1179.181874282344,2200.637092938641
137,8868.1905,1178.9253361931442,2336.8622263481993
137,9222.59,1176.6246641745104,2936.6708308579164
137,9224.1108,1176.6113327070839,2939.2881126830644
137,9375.8796,1175.1855317965278,3202.494871061078
137,8776.46,1179.2046395951995,2184.5745043107318
137,8779.1607,1179.1984675431208,2189.0427513147206
137,8931.1447,1178.6521206281097,2442.0282296781206
137,9354.8,1175.3927905315534,3165.6962248080927
137,8864.75,1178.9383807075578,2331.1305044727706
137,8933.282,1178.6417118125437,2445.6083660911218
138,8670.325,1186.5938121971801,2009.1912807454623
138,9227.03,1183.8582259792515,2943.7696817359947
138,7490.9335,1180.4581580693464,131.6502948023833
138,8378.661,1186.0328904863786,1534.6472545258807
138,8379.9093,1186.037986991163,1536.6617513654471
138,8419.4727,1186.1885661078556,1600.5762920572402
138,8420.7398,1186.1930310680932,1602.625477817608
138,8681.8775,1186.5878269349653,2028.1646926725002
138,8684.3062,1186.586281287432,2032.1554094594492
138,8774.0664,1186.4587798484602,2180.126372135837
138,8783.0336,1186.4385010687884,2194.962224208432
138,8786.166,1186.4310949873638,2200.147005929407
138,8868.1905,1186.1781412191708,2336.362753134771
138,9222.59,1183.8970058239347,2936.1279350542272
138,9224.1108,1183.8837448822558,2938.7450268773446
138,9375.8796,1182.4635178389553,3201.933497639564
138,8776.46,1186.4535007452669,2184.085505632449
138,8779.1607,1186.4474272504929,2188.5534503061135
138,8931.1447,1185.9082182453424,2441.521340568682
138,9354.8,1182.6701707770596,3165.137263141136
138,8864.75,1186.1910176576246,2330.631431442553
138,8933.282,1185.897927421742,2445.101222207898
138,9377.33,1182.449217969438,3204.468180936091
139,8670.325,1193.8734365898206,2008.7666989668467
139,9227.03,1191.1564763912231,2943.2886431453644
139,9356.787,1189.9529042271986,3168.116942552426
139,8378.661,1193.3116209295974,1534.2528557712685
139,8379.9093,1193.3166956999114,1536.2672485659987
139,8419.4727,1193.466705082892,1600.1783648051626
139,8420.7398,1193.4711556170143,1602.2274368649832
139,8681.8775,1193.86770544079,2027.7387319889147
139,8684.3062,1193.866214918391,2031.729157918527
139,8774.0664,1193.7411203272552,2179.689223637545
139,8783.0336,1193.7211166120283,2194.5239810453486
139,8786.166,1193.7138078795986,2199.7083805594903
